user_id,book_id,age,browsing_time_sec,added_to_cart,book_genre,past_purchase_history,num_books_bought,avg_rating_given,will_buy
user_869,book_508,25,59,Yes,Fantasy,None,4,2.3,0
user_870,book_1006,66,425,Yes,Romance,Frequent,8,4.8,1
user_871,book_236,52,311,No,Fiction,Few,11,1.8,0
user_872,book_2407,34,592,No,History,Frequent,14,1.1,1
user_873,book_660,21,545,No,Fiction,Frequent,4,1.3,0
user_874,book_2967,37,87,No,Fantasy,None,2,4.0,0
user_875,book_940,40,584,Yes,Non-fiction,None,18,3.4,1
user_876,book_949,62,151,No,Romance,Frequent,9,2.2,0
user_877,book_618,54,593,No,Fiction,Frequent,3,3.5,0
user_878,book_246,66,325,No,Fiction,Moderate,3,1.5,0
user_879,book_308,48,153,No,Non-fiction,Frequent,18,2.2,0
user_880,book_2076,67,464,No,Non-fiction,Frequent,19,3.9,1
user_881,book_644,28,388,No,History,Few,19,4.4,1
user_882,book_1796,26,169,No,History,Moderate,2,1.9,0
user_883,book_1436,50,291,No,Non-fiction,None,13,3.4,0
user_884,book_1262,32,208,No,Non-fiction,None,17,2.5,0
user_885,book_2074,51,403,No,Sci-fi,Few,7,4.1,1
user_886,book_414,40,266,No,Sci-fi,None,6,3.4,0
user_887,book_2413,46,431,Yes,Fiction,Frequent,8,4.5,1
user_888,book_2968,45,287,No,Fantasy,Few,9,3.7,0
user_889,book_2368,62,562,No,History,Few,4,3.9,0
user_890,book_2728,35,378,No,Mystery,None,13,4.3,1
user_891,book_2826,43,578,No,Mystery,None,15,2.3,0
user_892,book_139,54,312,No,Romance,Moderate,13,4.6,1
user_893,book_1216,55,595,No,Biography,None,0,2.1,0
user_894,book_151,32,453,No,Fiction,Frequent,0,4.8,1
user_895,book_437,52,217,No,Fiction,Moderate,17,2.5,0
user_896,book_2766,22,320,No,Romance,Few,12,2.2,0
user_897,book_2953,21,351,No,Biography,Few,5,2.9,0
user_898,book_2684,46,447,Yes,Mystery,None,8,3.2,1
user_899,book_1823,24,291,No,History,Frequent,9,2.4,0
user_900,book_733,22,393,No,Mystery,Few,7,1.8,0
user_901,book_30,22,274,Yes,Non-fiction,Moderate,12,4.7,1
user_902,book_1462,68,498,Yes,Biography,None,15,2.8,1
user_903,book_350,67,200,No,Non-fiction,Few,6,2.7,0
user_904,book_2861,24,114,No,Romance,Frequent,13,1.9,0
user_905,book_139,42,205,No,Fiction,Frequent,14,4.9,1
user_906,book_666,69,240,No,Romance,None,6,3.6,0
user_907,book_2797,50,488,Yes,Biography,None,0,1.6,1
user_908,book_676,22,99,No,Sci-fi,None,5,3.6,0
user_909,book_2088,53,213,Yes,Fantasy,Moderate,5,4.0,1
user_910,book_2776,51,582,Yes,Fantasy,Frequent,3,1.4,1
user_911,book_2739,61,148,No,Fiction,Frequent,6,4.5,1
user_912,book_2215,68,555,No,Romance,None,0,1.8,0
user_913,book_2407,40,216,No,History,Few,11,3.0,0
user_914,book_835,60,258,No,Fiction,None,0,1.1,0
user_915,book_1265,34,467,No,Romance,Moderate,14,1.2,1
user_916,book_507,19,585,Yes,History,None,3,3.9,1
user_917,book_2656,26,394,No,History,Frequent,7,3.4,1
user_918,book_2249,42,442,Yes,Fantasy,None,9,2.3,1
user_919,book_2196,56,385,No,Fantasy,Frequent,9,4.2,1
user_920,book_306,42,440,No,Biography,Few,11,1.4,0
user_921,book_2935,63,474,No,History,Few,11,4.8,1
user_922,book_1796,36,163,No,Romance,Moderate,12,3.4,0
user_923,book_1441,65,352,No,Fiction,Few,7,1.6,0
user_924,book_2248,43,444,No,Mystery,Few,17,3.1,0
user_925,book_2963,22,70,No,Biography,None,14,4.1,0
user_926,book_1291,31,527,No,Biography,Few,11,2.6,0
user_927,book_2101,65,546,Yes,Sci-fi,Moderate,14,2.3,1
user_928,book_2285,24,496,No,Non-fiction,Frequent,15,4.4,1
user_929,book_2095,29,457,No,History,Few,5,1.2,0
user_930,book_1959,31,215,Yes,Romance,None,7,4.7,1
user_931,book_2689,46,446,No,Fantasy,Frequent,15,4.7,1
user_932,book_2111,57,420,No,Sci-fi,None,6,4.0,0
user_933,book_140,38,15,Yes,Sci-fi,Moderate,2,1.5,1
user_934,book_2813,61,328,Yes,History,Moderate,16,1.4,1
user_935,book_2493,45,25,No,Biography,Moderate,19,3.8,0
user_936,book_1201,39,241,Yes,Mystery,Moderate,3,1.2,1
user_937,book_579,37,143,Yes,Biography,Few,6,3.8,1
user_938,book_1471,53,591,Yes,Biography,Moderate,7,1.9,1
user_939,book_837,24,350,Yes,History,Moderate,4,1.4,1
user_940,book_1103,27,54,No,Mystery,Few,6,2.0,0
user_941,book_2691,41,534,Yes,Fantasy,Moderate,8,2.0,1
user_942,book_2305,23,144,No,Mystery,Few,17,3.0,0
user_943,book_1552,68,171,No,Non-fiction,Few,13,4.5,0
user_944,book_66,63,165,No,Sci-fi,Frequent,6,4.9,1
user_945,book_651,31,439,No,Romance,Moderate,11,3.7,1
user_946,book_1993,41,96,No,Fiction,Frequent,11,2.2,0
user_947,book_1809,65,79,Yes,Fiction,Few,17,3.0,1
user_948,book_677,62,128,No,Sci-fi,Frequent,2,2.4,0
user_949,book_1749,64,566,No,Mystery,None,13,4.0,0
user_950,book_2382,26,52,No,Sci-fi,None,11,1.1,0
user_951,book_2608,64,112,No,Fantasy,Frequent,17,3.9,0
user_952,book_638,62,193,No,Fantasy,Few,19,1.4,0
user_953,book_350,46,305,Yes,History,Few,18,2.5,1
user_954,book_2375,54,462,No,Non-fiction,Few,9,4.7,1
user_955,book_1308,57,416,No,Romance,Frequent,16,3.7,1
user_956,book_1411,69,263,No,Mystery,None,1,1.9,0
user_957,book_1438,23,429,No,Fiction,Few,8,3.9,0
user_958,book_1347,64,465,Yes,Sci-fi,None,5,1.8,1
user_959,book_2382,22,341,No,Non-fiction,None,16,3.4,0
user_960,book_361,37,472,No,Biography,None,9,1.2,0
user_961,book_1264,58,546,No,Fantasy,None,17,2.4,0
user_962,book_187,67,289,Yes,Fiction,Frequent,2,2.8,1
user_963,book_467,57,156,No,Sci-fi,None,18,4.8,0
user_964,book_656,52,245,No,Mystery,Frequent,9,3.9,0
user_965,book_1621,48,248,No,Romance,Frequent,13,5.0,1
user_966,book_2890,22,436,No,Mystery,Few,6,1.1,0
user_967,book_488,33,287,Yes,Romance,Frequent,3,2.1,1
user_968,book_272,49,125,No,Non-fiction,None,3,4.2,0
user_969,book_1916,51,398,Yes,Romance,None,11,2.0,1
user_970,book_826,63,290,Yes,Non-fiction,None,15,1.9,1
user_971,book_203,35,128,No,Sci-fi,Frequent,12,3.9,0
user_972,book_166,41,125,No,Fiction,Moderate,16,2.2,0
user_973,book_1997,28,599,Yes,Fiction,Frequent,13,2.9,1
user_974,book_1174,60,237,No,Non-fiction,None,10,3.5,0
user_975,book_2783,57,393,No,Sci-fi,Moderate,9,3.9,1
user_976,book_1055,67,220,No,Biography,Frequent,9,1.4,0
user_977,book_1444,67,437,No,Romance,Few,8,1.2,0
user_978,book_1472,66,428,No,Sci-fi,Moderate,14,1.2,1
user_979,book_184,31,101,Yes,Non-fiction,Frequent,5,2.2,1
user_980,book_50,29,17,No,Romance,Moderate,19,3.0,0
user_981,book_814,52,76,No,Biography,None,10,2.2,0
user_982,book_348,43,522,No,Sci-fi,None,18,4.3,1
user_983,book_1002,49,484,Yes,Fiction,None,8,1.4,1
user_984,book_1460,63,363,Yes,Fiction,Frequent,0,4.5,1
user_985,book_2350,47,585,No,Fiction,Frequent,10,4.2,1
user_986,book_948,20,121,No,Non-fiction,None,14,3.5,0
user_987,book_121,38,163,No,Biography,Frequent,16,3.4,0
user_988,book_1451,43,416,Yes,Sci-fi,None,6,2.1,1
user_989,book_2214,60,325,Yes,Mystery,Few,14,1.9,1
user_990,book_1994,32,572,No,Sci-fi,Few,18,4.5,1
user_991,book_1148,19,73,No,Sci-fi,Few,2,2.1,0
user_992,book_1988,27,199,Yes,Romance,Few,19,4.8,1
user_993,book_395,25,111,No,Sci-fi,Frequent,12,1.8,0
user_994,book_367,38,391,Yes,Romance,Moderate,19,1.6,1
user_995,book_2283,34,593,Yes,Fiction,Moderate,3,4.8,1
user_996,book_1149,28,101,No,Non-fiction,Moderate,7,4.6,1
user_997,book_2067,18,133,No,Romance,None,18,3.3,0
user_998,book_1849,37,356,No,Mystery,Frequent,4,2.4,0
user_999,book_212,60,187,No,Sci-fi,Frequent,8,4.2,1
user_1000,book_2650,28,45,No,Fiction,Frequent,10,4.8,1
user_1001,book_1923,50,101,No,History,Few,10,4.8,0
user_1002,book_1370,30,56,No,Fantasy,None,3,2.0,0
user_1003,book_1076,23,364,No,Fiction,Moderate,6,2.3,1
user_1004,book_1128,56,385,No,Sci-fi,None,9,3.0,0
user_1005,book_1708,60,264,No,Fantasy,Moderate,0,2.0,0
user_1006,book_18,42,379,Yes,Sci-fi,None,1,1.8,1
user_1007,book_2891,20,191,No,Non-fiction,Moderate,9,2.5,0
user_1008,book_397,47,486,Yes,History,None,12,1.9,1
user_1009,book_627,60,254,No,Mystery,Few,1,1.4,0
user_1010,book_1878,18,447,No,Romance,Moderate,3,3.2,0
user_1011,book_1038,37,27,No,Fantasy,Moderate,7,3.8,0
user_1012,book_2175,60,63,No,Biography,Frequent,19,4.4,1
user_1013,book_552,67,63,No,Mystery,Frequent,0,2.1,0
user_1014,book_530,18,512,No,Fiction,Frequent,3,3.1,0
user_1015,book_416,19,495,No,History,Few,15,3.1,0
user_1016,book_317,64,374,No,Mystery,Moderate,13,4.4,1
user_1017,book_2142,64,417,No,Romance,Moderate,14,4.9,1
user_1018,book_2944,64,200,No,History,Moderate,2,1.7,0
user_1019,book_1118,63,276,No,Mystery,Frequent,15,1.5,0
user_1020,book_2012,26,231,Yes,Romance,Frequent,6,3.8,1
user_1021,book_200,21,275,Yes,Sci-fi,Frequent,13,3.0,1
user_1022,book_160,24,222,No,Sci-fi,Frequent,12,4.7,1
user_1023,book_284,34,30,Yes,Fiction,Moderate,7,2.1,1
user_1024,book_2196,45,141,Yes,Sci-fi,Few,1,2.5,0
user_1025,book_2596,22,175,No,Fiction,None,18,1.6,0
user_1026,book_882,56,461,Yes,Mystery,Frequent,9,3.6,1
user_1027,book_1931,55,296,No,History,Frequent,3,1.6,0
user_1028,book_691,48,20,No,Mystery,Few,8,4.8,0
user_1029,book_1413,54,371,No,Fantasy,Few,16,1.9,0
user_1030,book_1922,62,305,No,Non-fiction,Few,1,3.4,0
user_1031,book_1635,69,93,No,Biography,Moderate,4,4.4,0
user_1032,book_2249,24,239,No,Mystery,Frequent,10,3.4,0
user_1033,book_822,19,266,No,Sci-fi,None,0,3.9,0
user_1034,book_1327,27,103,Yes,Biography,Few,5,3.1,0
user_1035,book_482,54,392,No,Romance,Moderate,12,2.3,1
user_1036,book_473,45,490,Yes,History,Frequent,0,4.7,1
user_1037,book_2724,39,122,No,Fiction,None,2,3.2,0
user_1038,book_1634,37,231,No,Sci-fi,Moderate,2,1.7,0
user_1039,book_1176,54,212,No,History,Moderate,12,3.3,0
user_1040,book_2892,31,92,No,Fiction,Moderate,3,4.1,0
user_1041,book_1610,24,67,No,Fantasy,Few,2,1.8,0
user_1042,book_694,18,112,No,Mystery,None,1,1.8,0
user_1043,book_1918,69,575,No,History,Frequent,13,1.2,1
user_1044,book_1747,22,310,Yes,Biography,None,0,3.9,1
user_1045,book_1758,37,273,No,Biography,None,12,2.0,0
user_1046,book_1059,52,485,No,Fantasy,Moderate,8,2.3,1
user_1047,book_580,36,37,No,History,Frequent,17,3.3,0
user_1048,book_1963,64,337,No,Sci-fi,Few,5,4.6,0
user_1049,book_1444,47,561,Yes,History,Moderate,11,4.0,1
user_1050,book_2835,30,143,No,Sci-fi,Moderate,8,4.1,1
user_1051,book_2694,46,211,No,Romance,Moderate,7,2.7,0
user_1052,book_2894,60,517,Yes,Fiction,None,17,3.1,1
user_1053,book_2029,48,403,No,Fiction,Moderate,0,4.1,1
user_1054,book_918,42,469,Yes,Mystery,Frequent,2,4.2,1
user_1055,book_2802,22,107,No,Romance,Frequent,18,2.2,0
user_1056,book_1518,39,68,No,Sci-fi,None,9,1.2,0
user_1057,book_327,21,486,No,Fiction,None,12,4.7,1
user_1058,book_2543,55,431,No,Mystery,Frequent,6,2.3,1
user_1059,book_2877,34,63,No,Mystery,Few,9,4.0,0
user_1060,book_352,46,200,No,Non-fiction,Frequent,5,2.2,0
user_1061,book_1362,46,371,No,Sci-fi,None,8,2.9,0
user_1062,book_689,46,232,No,Romance,None,8,4.6,0
user_1063,book_139,44,193,No,Biography,Frequent,4,3.2,0
user_1064,book_2875,23,443,No,Sci-fi,Few,1,2.5,0
user_1065,book_544,48,475,No,Non-fiction,Few,0,2.9,0
user_1066,book_1090,39,136,No,Fiction,Frequent,19,1.5,0
user_1067,book_1939,20,240,Yes,Sci-fi,None,10,4.5,1
user_1068,book_712,64,128,Yes,Fantasy,None,13,1.3,1
user_1069,book_2534,55,568,Yes,Fiction,None,8,4.3,1
user_1070,book_1629,49,458,No,Fiction,Frequent,12,1.1,1
user_1071,book_2270,18,186,Yes,Mystery,None,12,4.5,1
user_1072,book_2377,48,369,No,Mystery,Moderate,4,1.1,0
user_1073,book_1015,25,521,Yes,Fantasy,None,17,3.8,1
user_1074,book_153,24,87,No,Fantasy,Frequent,18,1.4,0
user_1075,book_2566,58,352,No,Mystery,None,2,5.0,0
user_1076,book_1652,56,114,No,History,None,17,3.5,0
user_1077,book_79,62,542,No,History,Frequent,13,1.9,1
user_1078,book_1267,22,294,No,Romance,Moderate,12,1.7,0
user_1079,book_601,36,60,No,Fantasy,Moderate,7,1.6,0
user_1080,book_304,36,218,Yes,Sci-fi,Moderate,1,1.6,1
user_1081,book_2781,30,338,No,History,None,8,4.8,1
user_1082,book_224,61,276,No,Biography,Frequent,17,2.8,0
user_1083,book_1640,52,211,No,Biography,None,7,3.0,0
user_1084,book_712,50,357,No,Sci-fi,Few,0,1.5,0
user_1085,book_2157,56,199,Yes,Mystery,None,4,1.3,0
user_1086,book_2657,42,525,No,Non-fiction,Moderate,11,1.3,1
user_1087,book_351,26,495,Yes,Fantasy,Moderate,12,3.2,1
user_1088,book_667,37,36,Yes,Sci-fi,Few,18,2.1,1
user_1089,book_135,24,80,Yes,Biography,Few,7,1.6,1
user_1090,book_1934,29,512,No,Non-fiction,Few,8,3.9,0
user_1091,book_846,57,467,No,Sci-fi,Few,0,4.4,0
user_1092,book_1152,30,531,No,Non-fiction,None,16,2.2,0
user_1093,book_2349,58,420,Yes,Romance,None,3,4.2,1
user_1094,book_464,29,552,Yes,Non-fiction,Frequent,10,2.7,1
user_1095,book_2043,40,82,No,Biography,None,17,4.4,0
user_1096,book_388,45,428,No,Biography,Moderate,14,1.4,1
user_1097,book_2549,31,417,No,Romance,Moderate,14,3.6,1
user_1098,book_621,36,234,Yes,Non-fiction,Moderate,16,2.5,1
user_1099,book_715,35,238,No,Mystery,Few,8,1.0,0
user_1100,book_667,28,334,No,Biography,Moderate,16,3.4,1
user_1101,book_1951,26,334,No,Fiction,Few,15,4.8,1
user_1102,book_2436,41,367,No,Biography,Few,9,4.1,1
user_1103,book_1618,65,444,No,Mystery,Frequent,15,3.2,1
user_1104,book_70,62,274,No,Fiction,Moderate,14,4.6,1
user_1105,book_1336,35,143,No,Sci-fi,Moderate,19,4.8,1
user_1106,book_2091,47,81,Yes,Romance,Few,0,1.1,0
user_1107,book_1164,51,554,Yes,Mystery,None,5,3.8,1
user_1108,book_2470,56,90,Yes,Sci-fi,Moderate,4,2.6,1
user_1109,book_198,66,250,Yes,Romance,Frequent,10,4.2,1
user_1110,book_2795,46,228,No,Non-fiction,Moderate,0,3.8,0
user_1111,book_1203,29,363,Yes,Fiction,None,6,1.6,1
user_1112,book_608,37,531,No,Romance,None,13,4.3,1
user_1113,book_786,44,529,No,Sci-fi,Moderate,9,1.6,1
user_1114,book_689,37,463,No,Non-fiction,Few,8,2.0,0
user_1115,book_2364,34,121,Yes,Non-fiction,Few,1,3.3,0
user_1116,book_794,63,427,No,Sci-fi,Frequent,7,2.1,1
user_1117,book_2536,60,90,Yes,Sci-fi,Frequent,3,3.6,1
user_1118,book_1379,57,78,No,Fantasy,Moderate,0,4.6,0
user_1119,book_2532,36,129,No,Non-fiction,Moderate,0,4.8,0
user_1120,book_2312,25,184,Yes,Mystery,None,11,1.9,1
user_1121,book_2720,56,42,Yes,Biography,Frequent,12,4.3,1
user_1122,book_2925,32,369,Yes,Fantasy,Moderate,17,2.3,1
user_1123,book_1046,18,55,Yes,Non-fiction,Frequent,4,3.0,1
user_1124,book_2802,69,92,No,Mystery,Few,7,1.9,0
user_1125,book_457,60,164,No,Romance,Few,5,2.5,0
user_1126,book_585,61,217,Yes,Sci-fi,Few,17,2.7,1
user_1127,book_1428,34,172,No,History,Moderate,7,4.0,0
user_1128,book_2156,68,323,No,Fantasy,Moderate,5,2.5,0
user_1129,book_163,45,513,No,Fantasy,Few,18,3.3,0
user_1130,book_238,21,221,No,Fiction,Frequent,5,5.0,0
user_1131,book_346,21,517,No,Fantasy,Frequent,19,2.6,1
user_1132,book_243,58,135,No,Mystery,None,4,1.4,0
user_1133,book_288,46,253,No,Biography,Frequent,6,3.0,0
user_1134,book_828,39,295,No,Mystery,None,3,2.6,0
user_1135,book_734,55,325,No,Romance,Few,6,4.1,1
user_1136,book_2207,29,74,No,Sci-fi,Frequent,12,3.1,0
user_1137,book_797,59,306,Yes,Biography,Moderate,6,1.3,1
user_1138,book_1345,61,338,No,Fiction,Moderate,9,3.0,1
user_1139,book_2492,64,79,No,Sci-fi,Moderate,11,4.0,0
user_1140,book_1528,50,244,No,Fiction,Frequent,1,3.2,0
user_1141,book_1679,19,437,Yes,Fantasy,Moderate,11,3.8,1
user_1142,book_2428,55,481,Yes,Romance,Few,2,2.2,1
user_1143,book_1713,32,560,No,Biography,Moderate,17,4.0,1
user_1144,book_2589,60,396,No,Sci-fi,Moderate,6,3.6,1
user_1145,book_1787,44,515,Yes,Fantasy,None,1,3.0,1
user_1146,book_782,19,313,Yes,Sci-fi,None,19,1.1,1
user_1147,book_2724,29,215,No,Mystery,Few,6,5.0,0
user_1148,book_2496,56,560,No,Sci-fi,None,11,4.3,1
user_1149,book_1110,20,479,No,Romance,Moderate,7,1.4,1
user_1150,book_831,37,493,Yes,Fiction,Frequent,4,1.2,1
user_1151,book_1774,46,340,No,Sci-fi,Moderate,12,4.6,1
user_1152,book_2556,40,253,No,History,None,2,3.9,0
user_1153,book_2123,54,76,No,Romance,Frequent,10,3.9,0
user_1154,book_1613,23,35,No,History,None,16,2.7,0
user_1155,book_2422,56,205,No,History,None,14,4.8,0
user_1156,book_1431,66,305,Yes,Non-fiction,Moderate,6,1.7,1
user_1157,book_1087,62,126,No,Fiction,None,16,2.3,0
user_1158,book_419,36,86,No,Biography,None,19,3.2,0
user_1159,book_252,51,582,Yes,Non-fiction,Few,17,2.4,1
user_1160,book_772,44,262,Yes,Fiction,Moderate,9,3.2,1
user_1161,book_1036,67,330,No,Sci-fi,None,3,3.4,0
user_1162,book_48,36,319,Yes,History,Few,3,1.9,1
user_1163,book_2362,51,249,No,Mystery,Moderate,7,2.4,0
user_1164,book_2201,51,73,No,History,Moderate,1,3.6,0
user_1165,book_716,68,37,No,Fiction,Moderate,9,2.8,0
user_1166,book_2202,51,20,No,Mystery,Moderate,9,3.6,0
user_1167,book_116,60,128,No,Sci-fi,Frequent,1,1.8,0
user_1168,book_1378,58,485,No,History,Few,2,3.2,0
user_1169,book_1970,18,333,No,Mystery,None,9,5.0,1
user_1170,book_70,68,583,No,Non-fiction,Few,18,5.0,1
user_1171,book_933,58,575,No,History,None,12,2.4,0
user_1172,book_108,59,132,No,Mystery,Few,6,4.4,0
user_1173,book_323,61,400,No,Non-fiction,None,15,2.2,0
user_1174,book_556,34,50,No,Romance,Moderate,6,1.4,0
user_1175,book_309,56,25,Yes,Fiction,Moderate,11,4.6,1
user_1176,book_556,34,515,No,Fiction,Frequent,7,3.6,1
user_1177,book_2292,65,505,No,Fantasy,Few,7,3.2,0
user_1178,book_319,59,454,No,Biography,Moderate,13,4.5,1
user_1179,book_1511,51,377,No,Fantasy,None,0,3.1,0
user_1180,book_1973,50,531,Yes,Fiction,Frequent,17,3.6,1
user_1181,book_1949,56,264,No,History,Frequent,1,3.4,0
user_1182,book_852,63,266,No,Romance,Frequent,12,3.0,0
user_1183,book_2818,37,525,No,Romance,Moderate,19,4.3,1
user_1184,book_2068,56,127,No,Sci-fi,Frequent,2,3.3,0
user_1185,book_117,60,409,No,Non-fiction,Moderate,7,4.3,1
user_1186,book_433,37,162,No,Mystery,Moderate,3,3.2,0
user_1187,book_224,53,422,No,Mystery,Few,1,3.2,0
user_1188,book_647,26,107,No,Romance,Frequent,8,1.8,0
user_1189,book_2109,27,289,No,Sci-fi,Few,2,4.4,0
user_1190,book_260,53,448,No,Sci-fi,Few,4,4.0,0
user_1191,book_2425,31,363,No,Fiction,Frequent,18,3.6,1
user_1192,book_1511,54,591,No,Biography,Moderate,6,4.6,1
user_1193,book_489,34,124,Yes,Fiction,Few,10,2.4,1
user_1194,book_761,56,530,No,Non-fiction,None,15,4.8,1
user_1195,book_749,35,378,No,Sci-fi,Frequent,16,4.7,1
user_1196,book_117,51,432,No,Mystery,Frequent,0,1.4,0
user_1197,book_2268,54,144,Yes,History,Few,8,2.1,1
user_1198,book_1014,27,203,No,Mystery,Frequent,13,2.7,0
user_1199,book_2130,36,64,No,Fiction,None,18,2.7,0
user_1200,book_1170,39,273,No,Sci-fi,Moderate,12,2.4,0
user_1201,book_758,25,197,No,History,Frequent,14,3.8,0
user_1202,book_1096,42,294,No,Fantasy,Frequent,12,2.2,0
user_1203,book_325,58,349,Yes,Fiction,Few,11,3.0,1
user_1204,book_2708,38,115,Yes,Romance,Moderate,0,3.8,1
user_1205,book_575,43,467,Yes,History,None,17,1.1,1
user_1206,book_1618,65,434,No,History,Moderate,13,2.0,1
user_1207,book_2902,63,396,Yes,Romance,Frequent,11,2.8,1
user_1208,book_302,47,281,Yes,Fiction,Moderate,9,3.7,1
user_1209,book_180,66,398,No,Mystery,Moderate,0,3.5,0
user_1210,book_1655,37,178,No,Mystery,Few,4,1.1,0
user_1211,book_1649,67,382,No,Fantasy,None,2,4.9,0
user_1212,book_2771,52,99,Yes,Non-fiction,Frequent,12,3.0,1
user_1213,book_340,25,219,No,Fiction,Few,19,3.6,0
user_1214,book_937,34,396,No,Mystery,Frequent,11,4.3,1
user_1215,book_1875,57,307,Yes,Sci-fi,Moderate,15,3.4,1
user_1216,book_1348,30,313,Yes,Fiction,Few,11,2.4,1
user_1217,book_2076,57,504,No,Sci-fi,Few,17,3.6,0
user_1218,book_2300,42,374,Yes,Fiction,None,4,4.3,1
user_1219,book_2575,64,485,Yes,Mystery,None,9,3.0,1
user_1220,book_721,62,246,No,History,Frequent,13,1.1,0
user_1221,book_1327,69,167,No,History,Few,4,3.2,0
user_1222,book_664,35,37,No,Sci-fi,Moderate,15,3.7,0
user_1223,book_874,52,83,No,Biography,Frequent,5,3.9,0
user_1224,book_2778,46,549,No,Sci-fi,Frequent,6,3.6,1
user_1225,book_1509,48,138,No,Non-fiction,Frequent,14,1.8,0
user_1226,book_1452,68,274,No,Mystery,None,3,2.8,0
user_1227,book_2164,44,335,No,Biography,None,19,4.9,1
user_1228,book_548,57,335,No,Fiction,Moderate,8,4.3,1
user_1229,book_2289,22,319,No,Biography,Moderate,5,2.8,0
user_1230,book_733,21,335,No,History,None,1,2.1,0
user_1231,book_1500,26,87,Yes,Fiction,Few,18,4.9,1
user_1232,book_683,46,569,No,Fiction,Moderate,1,2.0,0
user_1233,book_2029,58,37,No,Romance,None,1,4.5,0
user_1234,book_57,69,552,Yes,Romance,Few,12,3.4,1
user_1235,book_720,41,506,No,History,Few,17,3.6,0
user_1236,book_2737,34,458,Yes,Biography,Few,5,3.2,1
user_1237,book_194,36,580,No,Fantasy,Frequent,8,3.7,1
user_1238,book_1698,47,346,No,Romance,Few,4,4.6,0
user_1239,book_1121,45,480,Yes,Romance,Frequent,12,3.2,1
user_1240,book_860,31,382,Yes,Fiction,Frequent,15,1.5,1
user_1241,book_812,20,230,No,Fiction,Few,11,3.1,0
user_1242,book_956,33,121,Yes,Fiction,Moderate,7,4.4,1
user_1243,book_2366,32,109,No,Biography,Frequent,1,2.5,0
user_1244,book_1120,40,361,No,Fantasy,None,3,2.1,0
user_1245,book_105,20,296,No,Romance,Frequent,0,4.3,0
user_1246,book_2021,55,473,Yes,Mystery,None,5,3.7,1
user_1247,book_2897,31,64,No,Romance,Moderate,14,3.3,0
user_1248,book_2258,69,274,No,History,Moderate,2,2.9,0
user_1249,book_668,27,308,No,Non-fiction,Few,2,1.6,0
user_1250,book_814,49,471,Yes,Fantasy,Few,14,4.9,1
user_1251,book_2708,36,228,No,History,Moderate,2,3.3,0
user_1252,book_2353,37,80,Yes,Non-fiction,Moderate,15,4.2,1
user_1253,book_834,54,282,No,Mystery,None,4,4.3,0
user_1254,book_2428,37,338,No,Mystery,None,14,3.8,0
user_1255,book_2263,51,576,No,Non-fiction,Frequent,15,2.1,1
user_1256,book_2310,61,391,No,Fiction,Moderate,10,2.3,1
user_1257,book_111,57,94,No,Biography,Moderate,11,5.0,1
user_1258,book_797,35,95,Yes,Non-fiction,Few,13,1.5,1
user_1259,book_2942,29,424,No,Mystery,Few,0,4.9,0
user_1260,book_1782,68,576,No,Fantasy,Moderate,4,4.0,0
user_1261,book_1664,23,192,No,Fantasy,Moderate,12,4.3,1
user_1262,book_2863,37,526,No,Non-fiction,Frequent,11,1.1,1
user_1263,book_2919,46,251,Yes,Biography,Few,11,2.1,1
user_1264,book_862,31,339,Yes,Fantasy,None,14,3.7,1
user_1265,book_2108,30,45,Yes,History,Frequent,5,3.5,1
user_1266,book_1873,26,362,No,History,None,8,1.9,0
user_1267,book_224,59,134,No,Sci-fi,Few,1,3.1,0
user_1268,book_696,46,119,No,Fantasy,Frequent,8,1.7,0
user_1269,book_2906,20,527,No,History,Few,2,3.0,0
user_1270,book_393,24,398,Yes,Mystery,None,5,2.9,1
user_1271,book_1443,21,498,Yes,History,None,15,2.1,1
user_1272,book_2748,62,595,Yes,Biography,None,9,4.2,1
user_1273,book_21,47,521,No,Mystery,None,5,1.5,0
user_1274,book_2225,22,254,Yes,Biography,Frequent,0,3.9,1
user_1275,book_61,66,235,Yes,History,Moderate,18,3.0,1
user_1276,book_2665,44,150,Yes,History,Few,6,3.4,1
user_1277,book_100,42,508,No,History,Moderate,15,5.0,1
user_1278,book_1235,25,239,No,Fiction,None,6,3.6,0
user_1279,book_1197,53,407,No,Mystery,None,14,4.5,1
user_1280,book_117,32,477,No,Romance,Moderate,13,1.7,1
user_1281,book_1005,20,47,No,Fiction,Moderate,18,2.4,0
user_1282,book_2045,48,390,No,History,Moderate,15,4.5,1
user_1283,book_2533,67,532,No,History,Few,19,1.9,0
user_1284,book_2449,29,154,No,Mystery,Frequent,3,3.2,0
user_1285,book_2327,50,230,Yes,Biography,Moderate,14,4.3,1
user_1286,book_2583,59,209,No,Romance,Frequent,15,1.6,0
user_1287,book_2343,60,562,Yes,Fiction,Moderate,0,3.3,1
user_1288,book_333,65,556,No,Romance,Few,9,2.2,0
user_1289,book_142,43,317,No,History,Few,9,4.5,1
user_1290,book_2446,35,322,No,Biography,Frequent,15,3.6,1
user_1291,book_451,58,71,No,History,Few,16,1.0,0
user_1292,book_2081,25,237,No,Mystery,Few,3,2.1,0
user_1293,book_1455,53,517,Yes,Biography,Few,7,3.4,1
user_1294,book_2658,24,205,Yes,Sci-fi,None,6,2.1,1
user_1295,book_2489,52,147,No,Romance,Moderate,10,4.3,1
